id,tokens,tweet
566,"['Meeting', 'underway', 'bw', 'La', 'Attorney', 'General', '#AltonSterling', 'family', 'whether', 'state', 'prosecute', 'polic']",Meeting underway bw the La Attorney General and the #AltonSterling family about whether the state will prosecute the polic
567,"['I', 'expect', 'Louisiana', 'Attorney', 'General', 'press', 'charges', 'officers', 'involved', 'find', 'f']",I expect the Louisiana Attorney General to not press any charges against the officers involved or to find them at f 
568,"['Meeting', 'underway', 'bw', 'La', 'Attorney', 'General', '#AltonSterling', 'family', 'whether', 'state', 'prosecute', 'polic']",Meeting underway bw the La Attorney General and the #AltonSterling family about whether the state will prosecute the polic
569,"['Meeting', 'underway', 'bw', 'La', 'Attorney', 'General', '#AltonSterling', 'family', 'whether', 'state', 'prosecute', 'polic']",Meeting underway bw the La Attorney General and the #AltonSterling family about whether the state will prosecute the polic
570,"['We', 'streaming', 'Attorney', 'General', 'Landrys', 'update', '#AltonSterling', 'Investigation', 'LIVE', 'Facebook', 'page']",We will be streaming Attorney General Landrys update on the #AltonSterling Investigation LIVE on our Facebook page 
571,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
572,"['Ugh', 'Im', 'sad', 'knowing', 'theyll', 'justice', '#AltonSterling', 'However', 'Ill', 'keep', 'lil', 'space', 'wrong']",Ugh! Im sad knowing theyll be no justice for #AltonSterling However Ill keep a lil space for being wrong
573,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
574,"['Media', 'setting', 'inside', 'AGs', 'office', '#AltonSterling', 'decision']",Media setting up now inside the AGs office for #AltonSterling decision. 
575,"['Meeting', 'underway', 'bw', 'La', 'Attorney', 'General', '#AltonSterling', 'family', 'whether', 'state', 'prosecute', 'th']",Meeting underway bw the La Attorney General and the #AltonSterling family about whether the state will prosecute th 
576,"['Praying', 'family', '#AltonSterling', 'The', 'LA', 'Atty', 'General', 'expected', 'release', 'statement', 'today', 'Hence']","Praying for the family of #AltonSterling ! The LA Atty General is expected to release a statement today.  (Hence,"
577,"[""Let's"", 'also', 'remember', '#AltonSterling', 'killed', 'July', '5th', 'day', 'BEFORE', '#PhilandoCastile', 'July', '6th', 'Yet', '#PhilandoCasti']",Let's also remember #AltonSterling was killed (July 5th) the day BEFORE #PhilandoCastile (July 6th). Yet #PhilandoCasti
578,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
579,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
580,"['As', 'await', ""today's"", 'decision', 'whether', 'state', 'charge', '#BlaneSalamoni', 'July', ""'"", '16', 'shooting', 'death', '#AltonSterling']",As we await today's decision whether the state will charge #BlaneSalamoni in July '16 shooting death of #AltonSterling
581,"['Praying', 'family', '#AltonSterling', 'The', 'LA', 'Atty', 'General', 'expected', 'release', 'statement', 'today', 'Hence']","Praying for the family of #AltonSterling ! The LA Atty General is expected to release a statement today.  (Hence,"
582,"['Ive', 'told', 'likely', 'officers', 'killed', '#AltonSterling', 'immediately', 'dismissed', 'charg']",Ive been told that it is likely that the officers who killed #AltonSterling will be immediately dismissed but will not he charg
583,"[""Let's"", 'also', 'remember', '#AltonSterling', 'killed', 'July', '5th', 'day', 'BEFORE', '#PhilandoCastile', 'July', '6th', 'Yet', '#PhilandoCasti']",Let's also remember #AltonSterling was killed (July 5th) the day BEFORE #PhilandoCastile (July 6th). Yet #PhilandoCasti
584,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
585,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
586,"['Dozens', 'members', 'media', 'around', 'state', 'nation', '#AltonSterling', 'decision', ':/', '/']",Dozens of members of the media from around the state and nation are here for the #AltonSterling decision. https://
587,"['Praying', 'I', 'know', 'gonna', 'happen', 'today', 'happen', 'praying', ""#AltonSterling's"", 'family', 'get']",Praying that what I know is gonna happen today doesn't happen and praying for #AltonSterling's family that they get 
588,"['As', 'await', ""today's"", 'decision', 'whether', 'state', 'charge', '#BlaneSalamoni', 'July', ""'"", '16', 'shooting', 'death', '#AltonSterling']",As we await today's decision whether the state will charge #BlaneSalamoni in July '16 shooting death of #AltonSterling
589,"['The', 'state', 'Louisiana', 'planning', 'announce', 'results', 'investigation', 'including', 'possible', 'charges', 'k']",The state of Louisiana is planning to announce the results of their investigation (including any possible charges) of the k
590,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
591,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
592,"['Im', 'hoping', 'state', 'press', 'charges', 'Ive', 'road', '#AltonSterling']","Im hoping the state will press charges,but Ive been down this road before. #AltonSterling"
593,"['As', 'await', ""today's"", 'decision', 'whether', 'state', 'charge', '#BlaneSalamoni', 'July', ""'"", '16', 'shooting', 'death', '#AltonSterling']",As we await today's decision whether the state will charge #BlaneSalamoni in July '16 shooting death of #AltonSterling
594,"['Ive', 'told', 'likely', 'officers', 'killed', '#AltonSterling', 'immediately', 'dismissed', 'charg']",Ive been told that it is likely that the officers who killed #AltonSterling will be immediately dismissed but will not he charg
595,"[""Let's"", 'also', 'remember', '#AltonSterling', 'killed', 'July', '5th', 'day', 'BEFORE', '#PhilandoCastile', 'July', '6th', 'Yet', '#PhilandoCasti']",Let's also remember #AltonSterling was killed (July 5th) the day BEFORE #PhilandoCastile (July 6th). Yet #PhilandoCasti
596,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
597,"[""Let's"", 'also', 'remember', '#AltonSterling', 'killed', 'July', '5th', 'day', 'BEFORE', '#PhilandoCastile', 'July', '6th', 'Yet', '#PhilandoCasti']",Let's also remember #AltonSterling was killed (July 5th) the day BEFORE #PhilandoCastile (July 6th). Yet #PhilandoCasti
598,"['As', 'await', ""today's"", 'decision', 'whether', 'state', 'charge', '#BlaneSalamoni', 'July', ""'"", '16', 'shooting', 'death', '#AltonSterling']",As we await today's decision whether the state will charge #BlaneSalamoni in July '16 shooting death of #AltonSterling
599,"['#AltonSterlings', 'family', 'briefed', 'decision', 'prior', 'announcement', '10am', 'according', 'close', 'acquaintanc']",#AltonSterlings family will be briefed on the decision prior to the announcement at 10am according to close acquaintanc
600,"['NOW', 'Media', 'scrum', 'family', '#AltonSterling', 'including', 'son', 'Cameron', 'arrives', 'office', 'learn', 'decision', 'N']","NOW: Media scrum as family of #AltonSterling, including son Cameron, arrives to office to learn decision. N"
601,"['#AltonSterling', 'stand', 'Today', 'big', 'announcement']",#AltonSterling we stand with you! Today is the big announcement!
602,"['Ive', 'told', 'likely', 'officers', 'killed', '#AltonSterling', 'immediately', 'dismissed', 'charg']",Ive been told that it is likely that the officers who killed #AltonSterling will be immediately dismissed but will not he charg
603,"[""We're"", 'waiting', 'hear', '#AltonSterling', 'decision', 'announced', 'soon', 'Please', 'remember', 'Injustice']",We're waiting to hear about the #AltonSterling decision that will be announced soon. Please remember that Injustice a
604,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
605,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
606,"['Dozens', 'members', 'media', 'around', 'state', 'nation', '#AltonSterling', 'decision', ':/', '/']",Dozens of members of the media from around the state and nation are here for the #AltonSterling decision. https://
607,"[""I'll"", 'reporting', ""'"", 'news', 'conference', '10AM', 'morning', '#AltonSterling', 'decision', 'We', 'ca']",I'll be reporting from 's news conference at 10AM this morning on the #AltonSterling decision. We will be ca
608,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
609,"['NOW', 'Media', 'scrum', 'family', '#AltonSterling', 'including', 'son', 'Cameron', 'arrives', 'office', 'learn', 'decision', 'N']","NOW: Media scrum as family of #AltonSterling, including son Cameron, arrives to office to learn decision. N"
610,"['Update', 'awaited', ""#AltonSterling's"", '2016', 'shooting', 'death', 'via']",Update awaited from in #AltonSterling's 2016 shooting death (from ) via 
611,"['#AltonSterling', 'decision', 'announced', '10am', 'cst']",#AltonSterling decision will be announced at 10am cst.
612,"[""I'll"", 'reporting', ""'"", 'news', 'conference', '10AM', 'morning', '#AltonSterling', 'decision', 'We', 'ca']",I'll be reporting from 's news conference at 10AM this morning on the #AltonSterling decision. We will be ca
613,"['#AltonSterlings', 'family', 'briefed', 'decision', 'prior', 'announcement', '10am', 'according', 'close', 'acquaintanc']",#AltonSterlings family will be briefed on the decision prior to the announcement at 10am according to close acquaintanc
614,"['Dozens', 'members', 'media', 'around', 'state', 'nation', '#AltonSterling', 'decision', ':/', '/']",Dozens of members of the media from around the state and nation are here for the #AltonSterling decision. https://
615,"['10am', 'morning', 'WBRZ', 'broadcasting', 'AG', 'findings', '#AltonSterling', 'case', 'There', 'feeling', 'injustice']",10am this morning: WBRZ will be broadcasting the AG findings in the #AltonSterling case. There is a feeling of injustice in t
616,"['#AltonSterlings', 'family', 'briefed', 'decision', 'prior', 'announcement', '10am', 'according', 'close', 'acquaintanc']",#AltonSterlings family will be briefed on the decision prior to the announcement at 10am according to close acquaintanc
617,"['Dozens', 'members', 'media', 'around', 'state', 'nation', '#AltonSterling', 'decision']",Dozens of members of the media from around the state and nation are here for the #AltonSterling decision. 
618,"['#AltonSterlings', 'family', 'briefed', 'decision', 'prior', 'announcement', '10am', 'according', 'close', 'acquaintanc']",#AltonSterlings family will be briefed on the decision prior to the announcement at 10am according to close acquaintanc
619,"['#AltonSterling', 'decision', 'Key', 'facts', 'case', 'expect', 'watch', '10', 'announcement', 'via']","#AltonSterling decision: Key facts in case, what to expect and how to watch 10 a.m. announcement via htt"
620,"['#AltonSterlings', 'family', 'briefed', 'decision', 'prior', 'announcement', '10am', 'according', 'close', 'acquai']",#AltonSterlings family will be briefed on the decision prior to the announcement at 10am according to close acquai 
621,"['Louisiana', 'Department', 'Justice', 'press', 'charges', 'officers', 'involved', '#AltonSterling', 'shooting', '#La']",Louisiana Department of Justice will not press charges against the officers involved in the #AltonSterling shooting. #La
622,"[""#AltonSterling's"", 'son', 'family', 'members', 'arriving', ""'"", 'office', 'Decision', 'state', 'charges', 'expected', 'tod']",#AltonSterling's son and other family members are arriving at 's office. Decision on state charges expected tod
